State,County,POP_COUNTY,AREA_COUNTY,POP_URBAN,AREA_URBAN,POP_RURAL,AREA_RURAL,Wind Quality Class,Land km2,Forest Cover (%),Average Temp (C),Average elevation,Difference elevation,% that is Public Land,% that is Private Land,Average Wind Speed (mph),Installed Wind Capacity (MW),Nuclear Year to Date (MW/h),Unnamed: 11
"Alabama","Crenshaw",13906.0,1576888006.0,0.0,0.0,13906.0,1576888006.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Cullman",80406.0,1903228333.0,21517.0,64151087.0,58889.0,1839077246.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Dale",50251.0,1453371157.0,24679.0,77407409.0,25572.0,1375963748.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Dallas",43820.0,2534807386.0,23821.0,43710861.0,19999.0,2491096525.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","DeKalb",71109.0,2012662359.0,7018.0,11203941.0,64091.0,2001458418.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Elmore",79303.0,1601867593.0,36330.0,86754838.0,42973.0,1515112755.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Escambia",38319.0,2447746932.0,13982.0,29122491.0,24337.0,2418624441.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Etowah",104430.0,1385618994.0,65286.0,191658823.0,39144.0,1193960171.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Fayette",17241.0,1625631609.0,3408.0,7297500.0,13833.0,1618334109.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Franklin",31704.0,1641587713.0,9395.0,17976023.0,22309.0,1623611690.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Geneva",26790.0,1487710425.0,2775.0,6240511.0,24015.0,1481469914.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Greene",9045.0,1676007032.0,0.0,0.0,9045.0,1676007032.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Hale",15760.0,1667803914.0,1707.0,5633314.0,14053.0,1662170600.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Henry",17302.0,1454926258.0,2119.0,4233843.0,15183.0,1450692415.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Houston",101547.0,1501737720.0,67220.0,138945885.0,34327.0,1362791835.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Jackson",53227.0,2791664869.0,12233.0,33806398.0,40994.0,2757858471.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Jefferson",658466.0,2878192209.0,593714.0,1039892789.0,64752.0,1838299420.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Lamar",14564.0,1566544654.0,0.0,0.0,14564.0,1566544654.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Lauderdale",92709.0,1729327931.0,47008.0,94030810.0,45701.0,1635297121.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Lawrence",34339.0,1788846568.0,2991.0,8703132.0,31348.0,1780143436.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Lee",140247.0,1573510728.0,101806.0,201418386.0,38441.0,1372092342.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Limestone",82782.0,1450228326.0,35092.0,100973677.0,47690.0,1349254649.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Lowndes",11299.0,1854199648.0,0.0,0.0,11299.0,1854199648.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Macon",21452.0,1577005015.0,9536.0,25190749.0,11916.0,1551814266.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Madison",334811.0,2076116529.0,279763.0,522098224.0,55048.0,1554018305.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Marengo",21027.0,2530112461.0,6452.0,13114047.0,14575.0,2516998414.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Marion",30776.0,1922526826.0,3430.0,12227706.0,27346.0,1910299120.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Marshall",93019.0,1465522757.0,43469.0,108769838.0,49550.0,1356752919.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Mobile",412992.0,3184223082.0,330310.0,590558280.0,82682.0,2593664802.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Monroe",23068.0,2656485275.0,4834.0,13315557.0,18234.0,2643169718.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Montgomery",229363.0,2031190777.0,205300.0,280228541.0,24063.0,1750962236.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Morgan",119490.0,1500476319.0,73370.0,160312308.0,46120.0,1340164011.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Perry",10591.0,1863920409.0,0.0,0.0,10591.0,1863920409.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Pickens",19746.0,2282837059.0,0.0,0.0,19746.0,2282837059.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Pike",32899.0,1740715643.0,15897.0,31725876.0,17002.0,1708989767.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Randolph",22913.0,1503616599.0,4275.0,10969273.0,18638.0,1492647326.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Russell",52947.0,1660545751.0,34199.0,61518407.0,18748.0,1599027344.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","St. Clair",83593.0,1636619393.0,22740.0,62603698.0,60853.0,1574015695.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Shelby",195085.0,2032960300.0,150323.0,326461609.0,44762.0,1706498691.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Sumter",13763.0,2341057426.0,0.0,0.0,13763.0,2341057426.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Talladega",82291.0,1908239516.0,36360.0,103730890.0,45931.0,1804508626.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Tallapoosa",41616.0,1855780057.0,10726.0,27269584.0,30890.0,1828510473.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Tuscaloosa",194656.0,3423328940.0,145003.0,250348390.0,49653.0,3172980550.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Walker",67023.0,2049177420.0,17367.0,64388450.0,49656.0,1984788970.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Washington",17581.0,2797722307.0,0.0,0.0,17581.0,2797722307.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Wilcox",11670.0,2301200113.0,0.0,0.0,11670.0,2301200113.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","Winston",24484.0,1587607882.0,3699.0,9286067.0,20785.0,1578321815.0,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alabama","",,,,,,,no,131171.0,70.6,17.1,150.0,733.0,7.1,92.9,14.7,0.0,41951382.0,No
"Alaska","Aleutians East",3141.0,18083148800.0,0.0,0.0,3141.0,18083148800.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Aleutians West",5561.0,11370762625.0,0.0,0.0,5561.0,11370762625.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Anchorage",291826.0,4415108963.0,279811.0,262370845.0,12015.0,4152738118.0,si,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Bethel",17013.0,105075822708.0,4434.0,6273366.0,12579.0,105069549342.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Bristol Bay",997.0,1304947207.0,0.0,0.0,997.0,1304947207.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Denali",1826.0,33026000538.0,0.0,0.0,1826.0,33026000538.0,si,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Dillingham",4847.0,48092912615.0,0.0,0.0,4847.0,48092912615.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Fairbanks North Star",97581.0,19005874393.0,67457.0,158900608.0,30124.0,18846973785.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Haines",2508.0,6005146534.0,0.0,0.0,2508.0,6005146534.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Hoonah-Angoon",2150.0,19489439091.0,0.0,0.0,2150.0,19489439091.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Juneau",31275.0,6997968643.0,24537.0,36324085.0,6738.0,6961644558.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Kenai Peninsula",55400.0,41634915224.0,11447.0,32451880.0,43953.0,41602463344.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Ketchikan Gateway",13477.0,12583232994.0,10352.0,15181639.0,3125.0,12568051355.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Kodiak Island",13592.0,16963331761.0,9335.0,8932388.0,4257.0,16954399373.0,si,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Lake and Peninsula",1631.0,61258419419.0,0.0,0.0,1631.0,61258419419.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Matanuska-Susitna",88995.0,63734160198.0,44236.0,135587789.0,44759.0,63598572409.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Nome",9492.0,59470685832.0,3222.0,2692380.0,6270.0,59467993452.0,si,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","North Slope",9430.0,229720054439.0,3835.0,2059159.0,5595.0,229717995280.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Northwest Arctic",7523.0,92132564828.0,3200.0,2430647.0,4323.0,92130134181.0,si,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Petersburg",3815.0,8500293927.0,0.0,0.0,3815.0,8500293927.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Prince of Wales-Hyder",5559.0,10160193695.0,0.0,0.0,5559.0,10160193695.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Sitka",8881.0,7434143788.0,7027.0,10499134.0,1854.0,7423644654.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Skagway",968.0,1171515798.0,0.0,0.0,968.0,1171515798.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Southeast Fairbanks",7029.0,64150915284.0,0.0,0.0,7029.0,64150915284.0,si,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Valdez-Cordova",9636.0,88680877051.0,0.0,0.0,9636.0,88680877051.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Wade Hampton",7459.0,44240705695.0,0.0,0.0,7459.0,44240705695.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Wrangell",2369.0,6582411037.0,0.0,0.0,2369.0,6582411037.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Yakutat",662.0,19812002035.0,0.0,0.0,662.0,19812002035.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Alaska","Yukon-Koyukuk",5588.0,376855656455.0,0.0,0.0,5588.0,376855656455.0,no,1477953.0,3.3,-3.0,580.0,6198.0,95.8,4.2,16.35,62.0,0.0,No
"Arizona","Apache",71518.0,29001443825.0,18551.0,44457803.0,52967.0,28956986022.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Cochise",131346.0,15969063883.0,83666.0,112082073.0,47680.0,15856981810.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Coconino",134421.0,48222689085.0,92124.0,123003032.0,42297.0,48099686053.0,si,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Gila",53597.0,12322988718.0,31589.0,50348625.0,22008.0,12272640093.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Graham",37220.0,11972471194.0,19936.0,36102514.0,17284.0,11936368680.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Greenlee",8437.0,4773673819.0,4508.0,8714839.0,3929.0,4764958980.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","La Paz",20489.0,11653984341.0,8948.0,15576728.0,11541.0,11638407613.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Maricopa",3817117.0,23828260196.0,3726888.0,3096695949.0,90229.0,20731564247.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Mohave",200186.0,34475546921.0,154216.0,241681832.0,45970.0,34233865089.0,si,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Navajo",107449.0,25771473007.0,49278.0,111542181.0,58171.0,25659930826.0,si,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Pima",980263.0,23794311939.0,906513.0,1025731295.0,73750.0,22768580644.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Pinal",375770.0,13896869603.0,293459.0,310663553.0,82311.0,13586206050.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Santa Cruz",47420.0,3203598541.0,34672.0,69145851.0,12748.0,3134452690.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Yavapai",211033.0,21039764981.0,140976.0,239491923.0,70057.0,20800273058.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arizona","Yuma",195751.0,14281174361.0,175335.0,177983738.0,20416.0,14103190623.0,no,294207.0,4.8,15.7,1300.0,3832.0,17.3,82.7,15.92,268.0,32525595.0,No
"Arkansas","Arkansas",19019.0,2560902522.0,12418.0,18982050.0,6601.0,2541920472.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Ashley",21853.0,2396641905.0,10559.0,27855412.0,11294.0,2368786493.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Baxter",41513.0,1435587546.0,14180.0,28546325.0,27333.0,1407041221.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Benton",221339.0,2194644508.0,165650.0,328049832.0,55689.0,1866594676.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Boone",36903.0,1528692190.0,13950.0,29005242.0,22953.0,1499686948.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Bradley",11508.0,1681500473.0,5801.0,15973659.0,5707.0,1665526814.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Calhoun",5368.0,1628017155.0,0.0,0.0,5368.0,1628017155.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Carroll",27446.0,1631917381.0,7456.0,14982612.0,19990.0,1616934769.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Chicot",11800.0,1668740125.0,5395.0,10104252.0,6405.0,1658635873.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Clark",22995.0,2243121932.0,10491.0,15009214.0,12504.0,2228112718.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Clay",16083.0,1656206452.0,6617.0,10626663.0,9466.0,1645579789.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Cleburne",25970.0,1434055831.0,6357.0,12265956.0,19613.0,1421789875.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Cleveland",8689.0,1548252069.0,0.0,0.0,8689.0,1548252069.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Columbia",24552.0,1984066985.0,10438.0,19442784.0,14114.0,1964624201.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Conway",21273.0,1430319825.0,6272.0,14718143.0,15001.0,1415601682.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Craighead",96443.0,1831656075.0,65419.0,121592147.0,31024.0,1710063928.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Crawford",61948.0,1536106675.0,29759.0,50673993.0,32189.0,1485432682.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Crittenden",50902.0,1579271661.0,40270.0,59349028.0,10632.0,1519922633.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Cross",17870.0,1596418434.0,7722.0,12074937.0,10148.0,1584343497.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Dallas",8116.0,1728522942.0,3844.0,10805277.0,4272.0,1717717665.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Desha",13008.0,1989504302.0,8921.0,14843879.0,4087.0,1974660423.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Drew",18509.0,2145431293.0,9512.0,25210216.0,8997.0,2120221077.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Faulkner",113237.0,1678012685.0,69346.0,116063382.0,43891.0,1561949303.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Franklin",18125.0,1576932379.0,3153.0,6650325.0,14972.0,1570282054.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Fulton",12245.0,1601114128.0,867.0,1995728.0,11378.0,1599118400.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Garland",96024.0,1755444878.0,60588.0,139250975.0,35436.0,1616193903.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Grant",17853.0,1636376859.0,4458.0,8951107.0,13395.0,1627425752.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Greene",42090.0,1496233476.0,24620.0,51405819.0,17470.0,1444827657.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Hempstead",22609.0,1884267810.0,10000.0,19231302.0,12609.0,1865036508.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Hot Spring",32923.0,1593367055.0,11204.0,24701392.0,21719.0,1568665663.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Howard",13789.0,1524346632.0,4479.0,8724740.0,9310.0,1515621892.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Independence",36647.0,1978628920.0,11513.0,23838165.0,25134.0,1954790755.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Izard",13696.0,1503686209.0,0.0,0.0,13696.0,1503686209.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
"Arkansas","Jackson",17997.0,1641892684.0,6288.0,11739620.0,11709.0,1630153064.0,no,134771.0,55.1,15.8,200.0,823.0,56.8,43.2,16.44,0.0,13837794.0,No
